Product Category,Unit Price,Quantity,Discount(%),Pages Viewed,Time on Site (Sec),Added to Cart,Purchased
Beauty,291.59,3,0,6,1545,0,0
Electronics,563.95,1,10,18,674,1,0
Toys,720.7,1,0,7,1127,1,0
Beauty,582.46,4,5,22,506,1,0
Books,1860.15,2,0,5,398,0,0
Toys,1149.96,4,0,17,1497,0,0
Home & Kitchen,1453.99,4,15,6,1077,0,0
Fashion,513.75,4,5,17,768,1,1
Sports,271.87,2,20,13,1639,1,0
Home & Kitchen,723.86,1,0,20,1617,1,0
Books,1656.32,2,15,13,509,1,0
Groceries,375.53,2,15,23,1578,0,0
Groceries,469.63,1,15,10,575,1,0
Home & Kitchen,685.09,4,15,23,301,1,0
Home & Kitchen,532.62,4,10,15,1701,0,0
Groceries,379.55,1,15,19,1414,1,0
Electronics,283.12,1,0,2,1775,1,0
Electronics,846.32,2,0,1,470,1,0
Groceries,461.46,4,0,4,897,0,0
Groceries,1030.45,3,0,4,990,0,0
Beauty,579.76,2,30,16,389,1,1
Books,1918.64,2,5,13,800,1,0
Beauty,1389.34,2,5,10,899,0,0
Home & Kitchen,911.61,3,15,3,509,0,0
Toys,419.18,2,0,23,1609,0,0
Fashion,135.03,3,5,9,1215,1,0
Books,1781.97,1,5,1,739,1,0
Groceries,205.69,3,0,15,424,1,0
Books,1382.88,3,15,21,354,1,0
Books,1011.21,3,15,14,1214,1,1
Sports,184.36,4,0,8,1727,0,0
Electronics,259.31,4,0,7,1472,0,0
Groceries,151.21,2,5,15,951,1,0
Groceries,364.23,1,0,18,53,1,1
Home & Kitchen,1114.31,3,5,10,89,0,0
Books,633.23,2,10,14,1365,1,0
Fashion,442.57,1,15,15,464,1,1
Books,1217.21,2,0,15,1705,0,0
Beauty,461.42,3,15,1,566,1,0
Fashion,295.77,3,20,15,129,1,0
Fashion,299.1,3,15,4,1562,0,0
Books,1485.63,2,25,23,1118,1,0
Home & Kitchen,412.36,4,0,13,307,0,0
Books,821.3,1,0,14,901,0,0
Toys,556.72,4,10,18,1211,0,0
Home & Kitchen,376.28,4,0,2,322,1,0
Electronics,356.98,2,15,11,513,0,0
Fashion,554.83,1,10,21,1424,0,0
Toys,1679.38,2,0,23,663,1,1
Beauty,494.71,1,5,1,1065,0,0
Books,1996.66,4,10,13,344,1,0
Sports,136.85,2,0,8,578,0,0
Sports,330.52,1,0,6,1553,0,0
Fashion,337.75,3,5,9,48,0,0
Books,1604.47,1,0,16,568,0,0
Electronics,773.7,3,30,3,601,1,0
Electronics,362.09,3,15,3,1607,1,1
Fashion,112.88,1,0,13,956,0,0
Beauty,1648.13,2,15,20,1767,1,0
Books,1414.17,4,20,17,93,0,0
Fashion,734.82,3,20,6,1039,1,0
Fashion,159.81,3,0,24,921,1,0
Electronics,826.21,2,0,22,960,0,0
Fashion,329.38,1,0,4,966,0,0
Sports,362.07,3,0,7,568,0,0
Sports,492.34,4,0,19,1359,1,0
Sports,282.52,2,0,15,1449,1,0
Sports,303.53,3,5,2,1387,1,1
Sports,488.64,1,0,10,23,0,0
Books,917.43,1,25,17,869,0,0
Sports,309.24,3,5,5,1498,1,1
Beauty,1214.3,4,30,22,1193,1,0
Home & Kitchen,917.09,4,15,19,1514,0,0
Electronics,503,1,0,22,1257,1,0
Electronics,418.58,4,0,23,1019,1,0
Toys,1300.94,3,10,11,883,1,1
Groceries,876.39,4,0,6,1333,1,0
Fashion,607.68,2,10,13,296,1,0
Groceries,932.14,4,10,12,1391,1,0
Toys,1599.21,1,0,18,204,0,0
Toys,1745.38,1,10,18,80,1,0
Toys,1859.76,3,15,14,1630,0,0
Fashion,457.9,1,0,5,949,0,0
Toys,473.04,3,0,21,1094,1,0
Electronics,233.74,1,10,18,1550,1,1
Beauty,1330.62,1,20,1,663,1,1
Toys,1959.9,2,20,13,1698,1,1
Books,768.42,1,20,5,1335,0,0
Groceries,691.09,1,15,21,374,1,0
Home & Kitchen,1080.07,2,0,6,334,1,0
Groceries,632.15,1,15,4,1030,1,0
Beauty,1525.7,4,0,9,1011,1,0
Toys,1687.85,3,5,24,70,1,0
Fashion,790.19,1,10,16,228,0,0
Toys,1607.53,4,0,19,906,1,1
Books,859.58,2,0,20,760,1,0
Toys,1866.26,4,0,22,658,1,0
Toys,659.97,2,0,13,815,1,0
Sports,145.94,1,0,13,1360,0,0
Home & Kitchen,1002.82,1,0,1,1018,0,0
Fashion,795.71,1,0,2,588,0,0
Beauty,231.65,4,5,13,921,1,1
Sports,52.38,4,15,4,1228,0,0
Beauty,1622.67,4,0,24,215,0,0
Toys,1005.13,4,0,13,1454,1,1
Electronics,752.62,3,10,4,759,1,1
Electronics,926.34,2,10,10,137,1,1
Toys,358.96,3,5,13,855,0,0
Books,1224.34,4,10,2,375,0,0
Beauty,877.82,4,5,21,637,0,0
Toys,1618.88,1,30,14,575,1,1
Groceries,883,2,20,7,1341,1,0
Electronics,358.07,3,10,11,1559,0,0
Beauty,1585.32,1,5,1,284,1,1
Electronics,645.45,4,10,21,873,0,0
Groceries,1011.28,2,15,18,1356,1,1
Beauty,661.28,4,30,20,283,1,0
Home & Kitchen,838.25,3,30,12,899,1,1
Groceries,617.17,3,30,18,305,0,0
Beauty,1453.75,3,0,7,614,1,0
Sports,267.11,2,15,18,608,1,1
Electronics,867.46,2,5,5,683,0,0
Groceries,414.39,1,5,23,1178,0,0
Electronics,517.57,1,20,13,1574,1,0
Home & Kitchen,777.44,3,0,16,1615,1,0
Beauty,563.36,2,15,23,740,0,0
Books,1914.5,1,10,8,351,1,0
Home & Kitchen,1088.2,2,25,18,749,0,0
Toys,1416.58,2,0,1,1529,0,0
Electronics,916.94,3,30,1,1277,1,1
Sports,80.52,3,0,10,518,0,0
Books,1595.39,2,0,7,1372,1,1
Books,905,2,20,23,1242,0,0
Fashion,109.5,3,0,20,1603,1,0
Groceries,298.1,2,15,16,1583,0,0
Books,1492.19,2,0,12,1687,1,0
Electronics,791.31,1,5,3,889,0,0
Fashion,431.34,4,15,23,464,0,0
Groceries,249.45,4,20,22,1191,0,0
Sports,214.05,1,20,24,1042,0,0
Electronics,775.26,4,20,11,703,1,0
Fashion,568.84,3,0,20,1781,1,1
Beauty,1318,3,0,2,1462,0,0
Electronics,585.01,2,0,13,982,1,1
Home & Kitchen,1139.31,2,5,20,1294,0,0
Electronics,761.36,3,0,22,50,1,0
Books,1316.13,2,25,24,1484,1,0
Home & Kitchen,1104.53,3,0,11,133,1,0
Home & Kitchen,444.27,3,25,10,1455,0,0
Books,1870.58,1,0,4,303,0,0
Books,711.88,4,15,18,1117,1,0
Beauty,1369.08,4,10,17,44,1,1
Beauty,1306.33,1,15,13,1191,0,0
Electronics,999.24,1,5,21,1207,0,0
Fashion,645.7,2,0,18,1732,0,0
Toys,1923.96,4,10,13,1033,1,0
Toys,1126.88,3,15,7,1174,1,1
Toys,1300.89,2,5,9,1216,1,1
Sports,97.28,1,0,10,1744,1,0
Electronics,936.43,3,0,9,1382,1,0
Electronics,820.58,1,15,2,19,1,0
Beauty,744.82,1,0,14,886,1,0
Electronics,478.15,1,0,10,566,1,0
Beauty,1366.13,2,5,13,519,1,0
Sports,281.35,1,0,16,1067,0,0
Toys,1776.73,2,0,5,1602,1,1
Fashion,523.04,3,0,6,1773,0,0
Sports,72.13,1,0,21,189,1,0
Groceries,474.91,4,0,10,506,1,0
Toys,1218.65,3,10,23,1577,1,0
Beauty,1782.3,1,0,21,445,1,0
Books,1044.72,3,5,6,57,1,0
Books,865.44,3,10,22,1592,0,0
Groceries,935.2,3,0,10,942,0,0
Home & Kitchen,1263.71,3,15,6,231,1,0
Electronics,739.98,4,0,11,177,1,0
Fashion,789.46,2,30,15,160,1,1
Toys,1755.62,4,5,11,1531,0,0
Books,970.06,1,5,6,388,1,0
Toys,601.24,3,0,7,119,1,0
Books,1361.15,1,0,20,1615,1,0
Fashion,155.61,1,15,6,72,1,0
Fashion,576.32,2,0,12,1598,1,1
Electronics,960.05,1,15,21,956,0,0
Books,793.19,2,0,12,1272,1,0
Beauty,1329.74,1,20,2,1736,1,0
Fashion,102.16,2,0,20,1407,0,0
Toys,949.91,3,5,14,1453,1,0
Beauty,582.12,4,15,18,1386,1,0
Fashion,110.8,1,5,13,1478,1,1
Electronics,417.23,2,0,14,742,0,0
Beauty,860.21,4,0,20,404,1,0
Books,1561.95,1,15,18,771,1,1
Home & Kitchen,1190.74,3,0,6,732,1,0
Fashion,655.55,1,0,23,933,0,0
Toys,723.25,3,10,22,485,1,1
Books,1642.53,1,0,13,466,1,0
Fashion,416.59,1,0,17,1118,0,0
Beauty,1527.18,1,25,11,270,1,0
Home & Kitchen,1435.8,4,0,21,141,1,0
Toys,1481.34,2,15,10,1560,1,0
Groceries,1055.15,3,0,21,836,1,0
Electronics,195.48,3,0,8,1582,1,0
Electronics,434.69,3,0,14,1649,1,0
Electronics,682.76,2,10,21,491,1,1
Toys,1401.16,1,30,15,463,1,0
Groceries,668.68,3,15,4,707,0,0
Electronics,747.65,4,10,2,119,1,0
Groceries,924,1,0,20,1258,1,1
Toys,1130.94,1,0,19,1784,0,0
Fashion,508.82,1,0,5,52,0,0
Books,1384.28,4,0,15,1684,1,0
Home & Kitchen,1291.82,2,0,22,386,0,0
Beauty,273.12,1,5,15,1723,0,0
Electronics,564.76,4,25,15,359,0,0
Groceries,406.34,2,0,11,723,0,0
Electronics,817.39,2,20,13,589,0,0
Groceries,970.54,3,0,2,1195,0,0
Groceries,259.02,1,20,6,383,1,0
Books,806.67,3,20,1,745,1,0
Electronics,556.58,3,0,19,1603,0,0
Toys,1214.99,2,15,17,123,1,1
Sports,226.38,1,0,19,605,1,0
Home & Kitchen,1382.61,4,5,16,1485,1,1
Toys,840.8,1,0,22,21,0,0
Groceries,210.55,3,30,8,643,1,0
Fashion,485.56,3,0,15,1236,0,0
Fashion,700.9,3,15,9,456,1,0
Beauty,1788.19,3,0,24,630,1,0
Beauty,859.34,1,15,2,309,1,0
Electronics,404.52,4,0,9,1593,0,0
Beauty,1633.2,3,0,19,121,1,0
Sports,99.56,4,0,6,1101,1,1
Toys,1351.4,3,0,11,1572,1,1
Fashion,177.42,1,20,22,352,1,0
Toys,1825.71,2,20,23,290,0,0
Fashion,483.79,4,5,16,462,1,1
Electronics,919.27,2,0,21,665,1,0
Fashion,620.18,2,15,14,402,1,0
Sports,344.38,2,0,14,1378,0,0
Home & Kitchen,1383.46,3,25,19,1649,1,0
Beauty,1150.03,1,15,2,126,1,0
Toys,1641.16,4,15,16,231,1,0
Electronics,586.98,1,15,20,427,1,1
Home & Kitchen,588.88,3,0,15,1473,1,0
Fashion,604.6,4,5,14,109,1,0
Toys,910.78,4,20,22,346,1,0
Electronics,540.63,1,15,21,1764,1,0
Sports,457.56,1,0,7,532,0,0
Home & Kitchen,1228.64,3,0,24,480,1,0
Beauty,1292.88,1,0,10,700,0,0
Sports,485.4,3,15,22,73,1,1
Toys,1171.94,2,0,4,421,1,1
Groceries,154.01,4,10,23,1219,0,0
Beauty,1114.97,1,15,16,1008,0,0
Sports,186.19,2,10,8,715,1,1
Fashion,485.87,1,5,16,341,0,0
Toys,1116.67,4,20,1,1409,1,0
Fashion,337.13,3,0,6,221,0,0
Toys,1556.38,1,5,13,365,1,0
Sports,112.82,3,0,6,1307,1,1
Books,1190.62,2,0,7,1684,0,0
Sports,405.24,3,20,8,446,1,1
Fashion,135.93,3,30,10,1024,0,0
Electronics,605.3,4,10,13,123,1,0
Books,1948.16,2,15,19,256,0,0
Books,1534.96,2,0,7,788,1,0
Sports,434.8,1,0,24,1262,0,0
Sports,80.95,3,0,15,674,1,1
Electronics,645.22,2,10,8,83,1,0
Toys,1363.76,2,0,3,774,1,1
Books,1812.19,4,0,11,1198,1,0
Toys,251.25,4,25,14,523,0,0
Electronics,957.06,2,15,11,1136,1,0
Sports,334.22,3,0,22,388,1,0
Toys,1609.89,1,20,15,934,1,1
Sports,494.35,1,0,24,817,1,0
Sports,224.9,2,0,17,246,1,0
Sports,94.37,4,5,23,691,1,0
Toys,1732.04,3,0,4,83,1,1
Sports,365.98,3,30,2,85,1,0
Groceries,1130.7,1,20,10,305,1,1
Home & Kitchen,1367.62,3,5,23,1257,1,0
Groceries,679.01,4,15,5,227,0,0
Electronics,581.44,1,20,14,1109,0,0
Toys,1047.99,2,0,12,1192,1,0
Electronics,552.65,4,10,21,850,1,1
Books,760.34,1,5,1,1136,1,0
Electronics,848.52,1,10,15,1235,1,0
Beauty,871.95,1,25,1,446,1,1
Groceries,293.79,3,20,18,84,1,1
Groceries,819.58,2,20,6,502,1,0
Sports,495.06,2,10,24,708,1,0
Sports,341.25,4,0,14,224,0,0
Groceries,594.86,3,0,19,135,1,0
Home & Kitchen,1363.38,4,0,8,1350,0,0
Electronics,338.33,2,15,10,1368,1,1
Books,941.31,2,15,3,265,1,0
Beauty,629.64,3,15,4,698,1,0
Groceries,509.19,3,20,5,1411,1,0
Toys,1140.42,4,20,3,33,1,0
Home & Kitchen,644.81,1,20,8,821,1,0
Groceries,1133.92,2,0,20,857,1,0
Electronics,454.59,3,10,2,30,0,0
Groceries,215.4,2,25,2,1387,1,0
Sports,81.72,2,10,14,1619,1,0
Fashion,352.34,3,0,23,69,0,0
Toys,1664.34,1,20,19,442,0,0
Electronics,771.41,4,20,18,634,1,0
Home & Kitchen,565.02,1,0,17,972,0,0
Toys,1944.09,2,5,7,10,1,1
Sports,135.54,1,0,1,63,0,0
Groceries,556.53,4,0,19,1143,1,0
Home & Kitchen,859.68,2,25,9,1446,1,0
Sports,217.08,1,0,15,905,1,0
Groceries,219.21,3,0,22,1181,1,0
Home & Kitchen,904.62,4,30,1,159,0,0
Books,1170.98,1,0,18,483,0,0
Sports,438.62,4,0,24,346,1,1
Home & Kitchen,714.69,2,0,1,588,1,0
Books,1373.01,3,0,13,1090,1,0
Books,1960.17,1,0,2,938,1,1
Sports,432.91,3,0,7,288,0,0
Electronics,646.49,2,10,18,1294,1,0
Fashion,182.78,1,20,18,949,0,0
Electronics,811.92,1,10,21,1353,0,0
Home & Kitchen,1476.55,3,25,3,793,0,0
Toys,767.93,4,10,11,1568,1,0
Books,1770.26,3,25,24,405,1,1
Beauty,1279.05,1,0,21,1595,1,0
Beauty,505.85,2,0,5,1604,0,0
Sports,217.13,4,25,18,1495,1,1
Toys,1515.31,3,15,22,1012,0,0
Books,610.9,3,25,17,933,0,0
Beauty,858.02,4,0,8,1640,1,0
Beauty,1151.18,1,20,11,492,1,0
Groceries,473.57,3,20,11,225,1,1
Books,1100.82,1,0,22,534,1,1
Sports,476.48,3,20,8,17,1,0
Beauty,713.02,4,15,17,1171,1,0
Beauty,919.65,2,5,1,1563,1,0
Sports,352.72,2,0,11,816,1,0
Home & Kitchen,373.6,1,25,23,913,1,1
Beauty,301.51,3,0,18,315,0,0
Electronics,763.14,4,0,1,1095,0,0
Beauty,1793.57,3,0,23,1219,1,0
Electronics,757.91,4,30,19,282,1,0
Beauty,304.69,4,15,7,868,1,0
Home & Kitchen,857.87,3,5,11,963,1,0
Groceries,458.78,3,0,22,394,0,0
Groceries,555.97,2,0,16,1034,1,0
Electronics,999.09,1,0,24,438,1,0
Toys,1564.98,4,0,8,1548,0,0
Fashion,651.32,1,0,19,1517,0,0
Toys,866.65,1,30,18,1291,0,0
Beauty,1681.91,4,0,10,547,1,0
Beauty,460.04,3,0,8,327,1,0
Toys,451.99,1,0,6,684,0,0
Toys,931.85,2,5,21,667,1,1
Sports,82.58,1,30,16,461,1,0
Books,1584.89,1,0,10,1412,1,0
Fashion,444.98,2,25,9,1004,1,0
Beauty,224.99,2,0,8,1339,1,1
Home & Kitchen,492.96,4,20,5,1184,1,1
Beauty,354.76,3,10,14,1340,1,1
Fashion,358.4,1,30,19,1712,0,0
Groceries,528.06,4,0,21,1358,1,1
Home & Kitchen,625.9,4,10,20,146,1,1
Groceries,982.53,2,0,6,147,0,0
Toys,750.31,1,20,15,1537,1,0
Sports,428.28,1,20,19,244,0,0
Books,773.05,1,10,9,1454,1,0
Groceries,393.33,3,20,10,1639,1,0
Fashion,527.68,3,20,4,1071,0,0
Home & Kitchen,873.92,4,25,12,1088,0,0
Books,1793.1,3,20,14,29,0,0
Books,507.06,2,0,1,856,1,0
Books,1532.4,3,0,6,870,1,0
Electronics,363.19,1,10,16,770,1,0
Fashion,427.41,4,20,1,1430,1,0
Fashion,392.57,2,0,10,171,1,0
Groceries,693.92,3,10,3,415,1,1
Toys,350,2,30,16,1672,1,0
Toys,659.84,1,15,18,1375,0,0
Fashion,597.55,2,5,21,950,0,0
Sports,89.96,2,15,21,83,0,0
Electronics,793.42,4,0,22,527,0,0
Fashion,443.86,4,10,15,132,0,0
Groceries,558.47,3,0,23,516,0,0
Home & Kitchen,1483.55,4,15,2,580,1,1
Sports,394.86,1,20,17,1715,1,1
Books,1855.75,3,25,14,134,1,0
Electronics,591.24,1,20,22,1371,1,0
Home & Kitchen,1225.01,1,0,19,1675,1,0
Groceries,1026.93,1,0,18,1585,1,0
Electronics,821.02,2,10,24,474,1,0
Groceries,784.6,4,25,18,416,1,0
Beauty,1131.44,2,25,7,277,1,0
Groceries,997.16,3,0,22,1525,0,0
Groceries,607.75,3,15,11,1748,1,0
Groceries,1069.29,1,0,1,1351,1,1
Toys,1146.08,2,0,13,1417,1,0
Groceries,481.94,4,0,8,946,1,1
Fashion,114.21,1,25,2,1441,1,1
Toys,1038.45,3,10,21,1767,1,0
Toys,416.44,2,25,21,537,1,0
Groceries,847.05,1,0,8,1249,1,0
Fashion,771.88,3,0,15,840,0,0
Toys,1840.72,4,10,19,797,1,0
Books,1497.41,2,15,17,798,1,0
Books,1502.5,1,5,9,925,1,0
Toys,302.51,3,25,18,1094,1,0
Books,1709.49,2,30,7,493,0,0
Toys,1338.73,3,15,10,165,1,0
Toys,468.83,3,10,7,1668,0,0
Electronics,901.99,2,0,3,1338,1,0
Electronics,505.12,1,15,23,87,0,0
Home & Kitchen,754.46,4,10,21,883,0,0
Beauty,1585.85,4,10,13,1476,0,0
Electronics,426.99,1,0,11,1216,1,0
Groceries,231.82,2,0,5,1733,0,0
Beauty,517.65,2,15,11,1136,0,0
Sports,190.5,1,5,20,890,1,0
Sports,55.99,3,0,15,1734,0,0
Electronics,889.11,1,0,18,562,1,0
Fashion,377.05,2,20,16,1534,1,0
Groceries,1150.55,4,25,19,1123,1,1
Groceries,1044.91,2,0,17,1081,1,1
Electronics,295.3,4,10,1,1547,1,1
Electronics,462.45,4,0,23,1506,1,0
Toys,509.64,3,0,18,1083,0,0
Groceries,228.86,3,0,9,827,1,0
Fashion,230.81,1,0,24,1277,0,0
Fashion,688.28,4,15,11,171,1,1
Electronics,869.13,4,20,18,671,1,0
Electronics,903.39,2,30,17,1425,1,0
Home & Kitchen,410.71,3,20,10,361,1,0
Fashion,113.02,2,15,8,587,0,0
Toys,961.2,1,0,1,1089,1,1
Sports,135.48,4,0,24,463,0,0
Books,1696.2,1,20,24,1308,0,0
Home & Kitchen,769,4,25,1,1343,0,0
Fashion,126.06,2,5,11,1685,0,0
Beauty,1791.74,4,0,17,258,1,0
Groceries,729.05,1,0,24,1448,0,0
Electronics,532.39,3,0,10,1018,1,0
Fashion,467.12,1,0,12,400,1,0
Books,1120.62,1,10,4,1771,0,0
Books,563.23,3,15,19,737,1,0
Groceries,394.02,3,0,16,1626,0,0
Electronics,189.54,3,0,14,920,0,0
Groceries,450.67,3,0,10,77,1,1
Fashion,201.72,3,0,23,1521,1,0
Home & Kitchen,1492.94,1,20,23,1534,0,0
Electronics,419.97,2,0,2,551,1,1
Sports,73.14,1,0,2,1258,0,0
Books,1561.57,2,0,4,285,1,0
Electronics,633.48,3,20,11,340,1,0
Beauty,1228.56,1,0,4,1757,1,1
Electronics,768.92,3,20,14,1401,1,0
Electronics,203.57,2,10,12,708,0,0
Beauty,226.1,4,0,15,171,1,0
Beauty,1273.82,3,0,5,303,1,0
Electronics,551.64,2,5,15,1215,1,1
Electronics,547.14,4,0,9,1732,1,1
Beauty,1768.06,3,0,20,1190,1,1
Beauty,805.18,2,0,11,449,0,0
Books,1154.92,2,0,5,688,1,1
Beauty,512.59,4,0,2,621,0,0
Toys,1827.45,4,0,12,1604,1,0
Groceries,393.32,1,0,10,508,0,0
Sports,499.63,3,15,3,1234,1,1
Electronics,743.39,2,10,3,1262,1,0
Books,1756.23,3,25,11,117,0,0
Books,753.91,4,0,16,542,0,0
Electronics,910.41,1,5,9,1713,0,0
Home & Kitchen,383.58,1,25,10,487,1,0
Beauty,1291.2,3,5,14,1469,0,0
Fashion,433.59,2,30,7,470,1,1
Beauty,1214.13,2,10,17,1255,1,0
Toys,887.15,1,15,3,1475,1,0
Beauty,544.6,3,15,15,715,1,0
Electronics,590.86,2,0,5,1129,1,1
Books,1637.5,4,0,12,226,0,0
Groceries,618.66,2,0,15,1402,0,0
Sports,74.32,3,20,13,1219,1,0
Home & Kitchen,697.16,1,0,20,651,1,0
Electronics,433.71,1,30,8,850,0,0
Groceries,452.83,3,0,19,130,0,0
Electronics,667.51,3,0,4,1474,0,0
Sports,176.8,4,5,5,862,0,0
Electronics,693.84,4,0,15,220,0,0
Books,678.54,4,10,10,1614,0,0
Books,1034.14,4,5,4,1213,1,0
Toys,740.6,1,15,16,975,1,1
Fashion,643.88,3,0,2,45,0,0
Groceries,638.9,2,10,20,691,0,0
Sports,57.34,3,10,11,742,0,0
Home & Kitchen,861.93,1,5,6,969,0,0
Electronics,476.72,2,0,4,881,1,0
Toys,1991.4,3,20,24,765,1,0
Fashion,558.87,3,15,16,610,1,0
Sports,497,4,0,5,1677,0,0
Home & Kitchen,640.55,4,5,10,1069,1,1
Beauty,876.09,3,10,2,1708,0,0
Home & Kitchen,1016.88,2,0,23,1247,0,0
Home & Kitchen,725.81,3,5,8,532,1,1
Groceries,285.89,1,20,3,330,1,0
Groceries,1153.45,4,0,10,1324,1,1
Toys,434.59,1,10,20,899,1,0
Home & Kitchen,1031.45,2,0,20,284,1,1
Beauty,1065.86,1,0,8,1463,1,0
Books,1172.7,3,5,20,1342,0,0
Sports,262.4,4,10,18,516,1,0
Electronics,178.27,1,20,3,38,1,1
Books,1921.41,2,10,18,954,1,0
Sports,118.21,2,0,2,388,0,0
Groceries,1177.17,4,0,16,1310,1,0
Toys,1997.08,1,15,19,1109,0,0
Electronics,771.13,4,0,11,1285,1,1
Books,863.97,2,15,24,612,1,1
Sports,266.87,2,15,5,717,1,0
Books,1169.63,4,5,14,288,1,1
Sports,103.89,3,0,14,673,1,1
Books,1916.28,1,25,6,354,1,1
Beauty,1320.7,4,0,13,1358,1,0
Sports,229.09,3,20,11,1404,1,1
Books,1320.88,3,5,20,1076,1,1
Fashion,420.76,3,5,15,1689,1,0
Groceries,319.16,3,0,3,192,0,0
Books,1404.61,2,10,6,1259,0,0
Groceries,616.34,1,0,24,510,1,0
Beauty,907.52,1,0,18,281,0,0
Home & Kitchen,806.66,4,0,8,932,0,0
Sports,390.45,4,15,1,398,1,0
Electronics,344.05,1,20,21,1354,0,0
Electronics,560.83,1,0,6,1038,0,0
Fashion,219.2,2,25,17,1284,1,0
Sports,127.27,3,0,1,868,1,0
Toys,1990.61,1,10,3,1621,1,1
Toys,1936.79,1,0,20,895,1,0
Groceries,960.99,4,20,3,867,0,0
Beauty,667.27,4,0,2,862,0,0
Electronics,477.26,4,20,3,888,1,0
Books,1135.22,2,30,5,645,0,0
Sports,450.19,4,10,15,389,1,1
Fashion,673.12,2,10,13,169,1,1
Books,1696.21,2,0,15,1440,1,0
Beauty,914.82,4,10,21,905,1,0
Fashion,220.62,1,20,19,302,1,1
Books,1240.02,1,10,9,1669,0,0
Beauty,1779.29,1,15,3,981,1,0
Fashion,794.22,4,25,19,1131,0,0
Beauty,1352.21,2,30,1,546,0,0
Groceries,332.72,4,10,13,1090,0,0
Beauty,1140.54,1,0,15,218,1,0
Sports,464.98,4,0,23,1454,1,0
Home & Kitchen,790.48,4,0,19,1506,0,0
Groceries,510.21,1,0,18,1479,1,1
Electronics,480.3,4,20,15,1090,1,0
Groceries,898.7,4,15,19,534,1,0
Beauty,347.48,3,10,11,1614,0,0
Groceries,370.56,1,0,12,1439,1,1
Electronics,585.69,1,20,17,1199,1,1
Beauty,559.08,4,25,15,1511,0,0
Fashion,283.08,3,10,22,1798,1,1
Home & Kitchen,829.03,3,10,19,845,0,0
Books,1235.59,2,5,12,235,1,0
Fashion,440.65,3,5,2,997,0,0
Electronics,257.49,4,0,17,953,0,0
Toys,1645.61,1,30,11,1246,1,0
Electronics,505.81,3,5,2,707,1,0
Beauty,795.57,2,10,8,1389,0,0
Groceries,905.76,2,0,12,1095,1,1
Sports,273.35,4,0,17,318,1,0
Beauty,1381.93,3,20,20,426,1,0
Toys,1442.29,2,30,21,1389,1,0
Toys,1116.26,3,10,8,106,0,0
Books,1901.53,2,0,16,119,1,0
Sports,57.2,2,0,16,1582,1,0
Groceries,675.63,2,0,1,1431,0,0
Toys,1819.42,2,15,18,519,1,0
Home & Kitchen,981.37,1,5,12,284,0,0
Books,1455.79,2,0,21,1649,1,1
Electronics,882.6,1,10,17,642,0,0
Fashion,185.4,2,30,9,72,1,0
Books,1925.56,3,10,11,1340,0,0
Fashion,379.79,1,15,8,1470,1,1
Books,1677.98,1,0,21,678,1,0
Home & Kitchen,1156.35,1,10,21,562,1,0
Electronics,757.95,1,5,19,112,1,0
Beauty,1211.82,3,20,5,1566,1,1
Books,917.59,3,25,1,158,1,0
Toys,1589.66,4,20,4,868,0,0
Books,1380.66,4,0,7,814,1,1
Fashion,641.32,1,15,18,299,0,0
Books,1984.28,3,10,8,1081,0,0
Home & Kitchen,1000.73,1,5,3,493,1,1
Groceries,1067.18,2,0,16,667,0,0
Groceries,395.5,4,0,18,495,0,0
Electronics,226.91,3,15,11,1481,0,0
Fashion,562.89,4,10,20,1646,1,1
Beauty,525.11,1,20,12,1397,1,0
Fashion,593.49,4,10,22,625,0,0
Electronics,734.99,3,0,18,604,0,0
Books,1410.44,1,20,14,488,0,0
Fashion,477.3,4,0,17,1055,1,0
Groceries,790.99,3,0,17,386,1,0
Fashion,395.28,1,5,19,1126,0,0
Books,1443.31,4,0,1,907,0,0
Fashion,119.3,2,5,22,787,0,0
Electronics,991.97,4,0,20,928,1,1
Toys,1160.81,1,10,23,59,0,0
Groceries,414.01,4,5,23,1553,1,0
Home & Kitchen,397.68,4,15,1,1325,0,0
Books,1752.17,2,15,11,912,0,0
Electronics,469.75,4,0,17,1185,0,0
Beauty,343.43,4,15,1,595,0,0
Sports,436.08,2,0,12,440,1,0
Sports,342.61,2,25,21,1458,0,0
Electronics,655.82,4,30,17,954,1,0
Fashion,572.12,2,20,6,1360,1,1
Electronics,685.03,4,5,19,1301,1,0
Electronics,859.59,4,5,2,347,1,0
Sports,263.23,2,5,20,1579,0,0
Groceries,1021.43,3,5,6,1633,1,1
Books,1983.97,4,10,16,1483,1,1
Sports,421.92,4,5,13,981,1,0
Home & Kitchen,615.59,1,10,12,1159,1,1
Beauty,1299.43,2,15,19,1374,1,0
Fashion,732.49,1,30,9,34,1,1
Groceries,655.04,3,10,18,1673,0,0
Sports,364.27,3,30,9,1410,1,1
Beauty,1668.9,2,20,11,1618,0,0
Toys,1058.49,2,5,12,278,0,0
Groceries,745.89,3,15,16,652,1,0
Sports,261.23,2,20,17,1445,1,1
Groceries,773.05,3,0,14,305,1,1
Sports,429.11,3,0,1,1164,0,0
Electronics,955.45,2,15,6,986,1,0
Books,842.62,2,0,9,1730,1,0
Toys,1986.54,2,10,7,1247,1,0
Toys,357.54,2,0,15,943,1,1
Electronics,161.24,3,10,3,1451,1,0
Home & Kitchen,478.07,2,0,16,829,0,0
Books,1288.46,4,20,17,244,0,0
